Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Skype,Широта,Долгота,2GIS URL,Тип
WellMart,торгово-сервисная компания,Компьютеры; Заправка картриджей; Фотоцентры; Полиграфия; Аксессуары к телефонам; Дизайн рекламы; Изготовление рекламных конструкций; Копировальные услуги; Печать на сувенирах; Оперативная полиграфия; Послепечатная обработка; Плоттерная резка; Предпечатная подготовка; Расходные материалы для оргтехники; Рекламные агентства полного цикла; Ремонт цифровой техники; Ремонт компьютеров; УФ-печать; Фототовары; Фото на документы; Широкоформатная печать; Запчасти к телефонам; Мобильные телефоны; Материалы для наружной рекламы; Сборка и апгрейд ПК; Монтаж компьютерных сетей; Размещение наружной рекламы; Реклама в интернете; Ремонт и установка бытовой техники; Световая реклама; Indoor-реклама; Оргтехника,"проспект Райымбека, 514а",цокольный этаж,050031,Аксай-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,13,87071012071,,,,,,,,,https://instagram.com/by.klavdia,,,,https://wa.me/77071012071,,,,,,,,43.244424,76.83568,https://2gis.com/firm/70000001065079657,branch
XFinity Store,торговая компания,Компьютеры; Бытовая техника; Мобильные телефоны; Аудиотехника и видеотехника,"улица Иркутская, 25",1 этаж,050050,,Жетысуский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-13:00, 14:00-17:00; Вт: 08:00-13:00, 14:00-17:00; Ср: 08:00-13:00, 14:00-17:00; Чт: 08:00-13:00, 14:00-17:00; Пт: 08:00-13:00, 14:00-17:00",+05:00,4.4,21,87717226529,,,,,,,,,,,,,https://wa.me/77717226529,,,,,,,,43.281479,76.932774,https://2gis.com/firm/70000001055434783,branch
Zent,салон,Компьютеры; Ремонт компьютеров; Аудиотехника и видеотехника; Программное обеспечение,"проспект Суюнбая, 2 к3",1 этаж; возле входа,050016,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.0,26,87477387664,87783513354,,,,,,,,,,,,https://wa.me/77477387664,,,,https://t.me/+77477387664,,,,43.271225,76.948379,https://2gis.com/firm/9429940001569169,branch
Авиор Трэйд KZ,салон компьютерной техники,Компьютеры; Оргтехника; Расходные материалы для оргтехники; Ремонт компьютеров; Программное обеспечение,"улица Шолохова, 3",1 этаж,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+05:00,4.7,10,87012354833,,,,,,,,,,,,,https://wa.me/77012354833,,,,,,,,43.333182,76.956931,https://2gis.com/firm/9429940000788427,branch
Бота,бутик сотовых телефонов и аксессуаров,Компьютеры; Мобильные телефоны; Аксессуары к телефонам; Помощь в подключении услуг связи,"проспект Абылай хана, 62",9 место; Е сектор; 1 этаж,050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,,,87023334792,,,,,,,,,,,,,https://wa.me/77023334792,,,,,,,,43.26205,76.941855,https://2gis.com/firm/70000001066991960,branch
Бутик по продаже мобильных телефонов и аксессуаров,,Компьютеры; Мобильные телефоны; Аксессуары к телефонам; Помощь в подключении услуг связи,"проспект Абылай хана, 62",12 сектор; 2 этаж; витрина 24-26,050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,,,87056266662,87019977877,,,,,,,,https://instagram.com/iphonamanya_2018,,,,https://wa.me/77056266662,https://wa.me/77019977877,,,,,,,43.26205,76.941855,https://2gis.com/firm/70000001056830632,branch
Бутик по продаже электроники,,Компьютеры; Мобильные телефоны; Аксессуары к телефонам; Помощь в подключении услуг связи,"проспект Абылай хана, 62",D сектор; 1 этаж; витрина 8,050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,,,87058152818,,,,,,,,,,,,,https://wa.me/77058152818,,,,,,,,43.26205,76.941855,https://2gis.com/firm/70000001084528502,branch
Ваш Сервис Центр,сервисная компания,Компьютеры; Ремонт компьютеров; Копировальные услуги; Заправка картриджей; Фото на документы,"улица Байтерек, 41а",,40729,,,,Илийский район,Алматинская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00,+05:00,4.0,18,87079544152,,,,,,,,,,,,,https://wa.me/77079544152,,,,,,,,43.438267,76.916151,https://2gis.com/firm/70000001074348636,branch
Гулянда,магазин,Компьютеры; Аксессуары к телефонам; Копировальные услуги; Фото на документы; Бытовая техника,"11-й микрорайон, 27",32 бутик; цокольный этаж,050035,11 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 11:00-18:00,+05:00,5.0,46,87076793717,,,,,,,,,https://instagram.com/to_chto_nado_kaz,,,,https://wa.me/77076793717,,,,,,,,43.219439,76.873425,https://2gis.com/firm/70000001040300308,branch
Ерасыл,фотосалон,Компьютеры; Фотоцентры; Ремонт компьютеров; Копировальные услуги; Ремонт телефонов,"проспект Абылай хана, 4а",,040901,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.6,16,87779389632,,,,,,,,,,,,,https://wa.me/77779389632,https://wa.me/77782941971,,,,,,,43.204489,76.659338,https://2gis.com/firm/70000001104157501,branch
Зарядка,бутик по продаже комплектующих для фотоаппаратов и зарядных устройств для ноутбуков,Компьютеры; Фототовары,"улица Кунаева, 21",B1-13 бутик; 1 этаж,050016,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,10,87772200444,87076370304,,,,,,,,https://instagram.com/adapteri_na_noutbuki,,,,https://wa.me/77076370304,https://wa.me/77772200444,,,,,,,43.267206,76.947991,https://2gis.com/firm/70000001022073190,branch
ИП Masterком,,Компьютеры; Ремонт компьютеров; Оргтехника; Бухгалтерские программы; Системное администрирование,"улица Тимирязева, 42 к15/6",,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00 (по предварительному звонку)",+05:00,5.0,18,87024007227,,,,,,,,,,,,,https://wa.me/77066007227,https://wa.me/77024007227,,,,,,,43.21681,76.906103,https://2gis.com/firm/70000001033210109,branch
Казинтлком,компания по продаже компьютерного оборудования,Компьютеры,"проспект Суюнбая, 43",5 офис; 2 этаж,050016,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00,+05:00,,,87077888422,,,,,,,,,,,,,https://wa.me/77077888422,,,,,,,,43.279085,76.948861,https://2gis.com/firm/70000001064251051,branch
Компьютерная Лавка,салон,Компьютеры; Полиграфия; Ремонт компьютеров; Заправка картриджей; Ремонт оргтехники; Копировальные услуги; Широкоформатная печать,"улица Рихарда Зорге, 18/4","0-22, 0-24 бутик; цокольный этаж",050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (копировальный центр: пн-вс 10:00-21:30),+05:00,4.9,78,87765555012,,,,,,,,,https://instagram.com/mart_lavka,,,,https://wa.me/77765555012,,,,https://t.me/+77765555012,,,,43.335411,76.953822,https://2gis.com/firm/70000001028636628,branch
Компьютерная Лавка,салон,Компьютеры; Ремонт компьютеров; Заправка картриджей; Расходные материалы для оргтехники; Полиграфия; Копировальные услуги,"микрорайон Айнабулак-2, 71д",29 бутик; 2 этаж,050014,Айнабулак-2 м-н,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительному звонку),+05:00,4.9,35,87055550122,,,,,,,,,https://instagram.com/mart_lavka,,,,https://wa.me/77055550122,,,,https://t.me/+77055550122,,,,43.320106,76.915769,https://2gis.com/firm/9429940000797024,branch
Компьютерный цехъ,компания по сборке и продаже компьютеров,Компьютеры; Ремонт компьютеров; Фотосъёмка; Видеосъёмка,"улица Серикова, 25",цокольный этаж,050066,Кулагер м-н,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.9,47,87758517152,,,,,,,,,https://instagram.com/comp999,,,,https://wa.me/77758517152,,,,https://t.me/aylokin,,,,43.30388,76.926676,https://2gis.com/firm/70000001045416428,branch
Кристалл AmetiST,розничная торговая компания,Компьютеры,"улица Москвина, 13а",,050058,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00,+05:00,,,87770201910,,,,,,,,,,,,,,,,,,,,,43.278771,76.892954,https://2gis.com/firm/70000001094199146,branch
Магазин аксессуаров для мобильных телефонов,,Компьютеры; Аксессуары к телефонам; Сумки и кожгалантерея; Помощь в подключении услуг связи,"улица Тимирязева, 30",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+05:00,4.8,30,87772252772,87072252772,,,,,,,,https://instagram.com/aksessuaryimnogoedrugoe,,,,https://wa.me/77772252772,https://wa.me/77072252772,,,https://t.me/+77776477272,,,,43.229466,76.932255,https://2gis.com/firm/70000001049138462,branch
Магазин бытовой и компьютерной техники,,Компьютеры; Бытовая техника; Аудиотехника и видеотехника; Оргтехника; Заправка картриджей,"улица Титова, 39/2",цокольный этаж,040700,,,,Илийский район,Алматинская область,Казахстан,"Пн: 10:00-13:00, 14:00-18:00; Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00; Сб: 10:00-13:00, 14:00-18:00",+05:00,5.0,8,87786154645,87016662526,,,,,,,,https://instagram.com/_bytovaya_tehnika_gres_,,,,https://wa.me/77016662526,https://wa.me/77786154645,,,,,,,43.423255,77.021195,https://2gis.com/firm/70000001027315511,branch
Магазин по продаже аксессуаров и мобильных телефонов,,Компьютеры; Аксессуары к телефонам; Мобильные телефоны; Ремонт телефонов,"улица Тимирязева, 42 к3",Студент блок; 1 этаж; витрина 11,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,,,87477878939,,,,,,,,,,,,,https://wa.me/77477878939,,,,,,,,43.224851,76.908249,https://2gis.com/firm/70000001056356362,branch
Сервисный центр,ИП DSN.KZ,Компьютеры; Системное администрирование; Ремонт компьютеров,"улица Толе би, 266",26 бутик; 2 этаж,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,1.0,1,87002532510,,,,,,,,,,,,,https://wa.me/77002532510,,,,,,,,43.249802,76.877107,https://2gis.com/firm/70000001084433959,branch
Сервисный центр,ИП Ханимов,Компьютеры; Ремонт компьютеров; Программное обеспечение; Сборка и апгрейд ПК,"улица Толе би, 266",13 бутик; 1 этаж,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00; Сб: 10:00-17:00; Вс: 10:00-17:00 (по предварительной записи),+05:00,,,87051873255,,,,,,,,,,,,,https://wa.me/77051873255,,,,https://t.me/+77051873255,,,,43.249802,76.877107,https://2gis.com/firm/70000001094517339,branch
Сервисный центр ноутбуков,,Компьютеры; Ремонт компьютеров,"улица Момышулы, 2",,041615,,,,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,5.0,3,87785381886,87471424295,,,,,,,,,,,,https://wa.me/77471424295,https://wa.me/77785381886,,,,,,,43.383583,77.108042,https://2gis.com/firm/70000001091199664,branch
Смайлик,магазин компьютерной техники,Компьютеры,"улица Каныша Сатпаева, 90/4",605 офис; 6 этаж,050046,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00,+05:00,5.0,17,87055991090,,,,,,,,,https://instagram.com/smailik.pc,,,,https://wa.me/77055991090,,,,https://t.me/+77055991090,,,,43.233158,76.876003,https://2gis.com/firm/70000001097623023,branch
Солнышко market shop,магазин по продаже мобильной технике,Компьютеры; Мобильные телефоны; Аксессуары к телефонам; Помощь в подключении услуг связи,"проспект Абылай хана, 62",33 сектор; 2 этаж; витрина 11-15,050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,1.5,9,87025505078,,,,,,,,,https://instagram.com/lyudmila150189,,,,https://wa.me/77025505078,,,,,,,,43.26205,76.941855,https://2gis.com/firm/70000001066989447,branch
Сотка,бутик мобильных аксессуаров,Компьютеры; Аксессуары к телефонам; Фототовары,"микрорайон Нуркент, 5 к23-26",24 корпус; 1 этаж,050038,Нуркент м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,75,87477718074,,,,,,,,,,,,,https://wa.me/77477718074,,,,,,,,43.261158,76.814914,https://2gis.com/firm/70000001037010244,branch
Тастак,сервисный центр,Компьютеры; Ремонт компьютеров,"улица Толе би, 266",25 бутик; 2 этаж,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,4.9,58,87714924290,,,,,,,,,,,,,https://wa.me/77714924290,,,,,,,,43.249709,76.877125,https://2gis.com/firm/70000001075209862,branch
Тех Маркет,​магазин по продаже сотовых телефонов и аксессуаров,Компьютеры; Мобильные телефоны; Аксессуары к телефонам; Бытовая техника; Аудиотехника и видеотехника,"проспект Райымбека, 239/2",,050034,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.1,1,87476191499,,,,,,,,,,,,,https://wa.me/77476191499,,,,,,,,43.26441,76.901234,https://2gis.com/firm/70000001087654163,branch
ТехноГород.kz,,Компьютеры; Бытовая техника; Мобильные телефоны,"проспект Райымбека, 221",1 этаж,050016,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,29,87055888111,,,,,,,,,https://instagram.com/technogorod.kz,,,,https://wa.me/77055888111,,,,,,,,43.268583,76.918923,https://2gis.com/firm/70000001113599177,branch
Ноутбуки Узынагаш,центр цифровых компетенций и продажа техники,Компьютеры; Ремонт компьютеров; Мобильные телефоны; Аксессуары к телефонам; Помощь в подключении услуг связи,"улица Жамбыла, 71",,,,,,Жамбылский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,4.9,1,87776467771,87479950607,,,,,,,,https://instagram.com/buu_notebook_uzynagash,,,,https://wa.me/77479950607,https://wa.me/77776467771,,,,,,,43.222048,76.304529,https://2gis.com/firm/70000001090475293,branch
Онлайн-магазин компьютерной техники,,Компьютеры; Комиссионные магазины,"микрорайон Аккент, 53",,050038,Аккент м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 14:00-23:00; Вт: 14:00-23:00; Ср: 14:00-23:00; Чт: 14:00-23:00; Пт: 14:00-23:00; Сб: 14:00-23:00; Вс: 14:00-23:00 (по предварительному звонку),+05:00,4.9,2,87018178482,,,,,,,,,,,,,https://wa.me/77018178482,,,,https://t.me/+77018178482,,,,43.243216,76.811348,https://2gis.com/firm/70000001084167859,branch
Орион,магазин компьютерной техники,Компьютеры; Аудиотехника и видеотехника; Заправка картриджей; Ремонт компьютеров; Ремонт оргтехники,"4-й микрорайон, 29",1 этаж,040803,4-й м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-17:00,+05:00,4.8,9,87277223333,87777986888,,,,,,,,https://instagram.com/magazin_orion_konaev,,,,https://wa.me/77777986888,,,,,,,,43.851772,77.055489,https://2gis.com/firm/70000001040690544,branch
Принт ноут,компания,Компьютеры; Заправка картриджей; Ремонт компьютеров; Оргтехника,"улица Жексенбаева, 2",,050006,Алтын бесик м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00 (по предварительной записи),+05:00,3.0,2,87085700487,,,,,,,,,,,,,https://wa.me/77085700487,https://wa.me/77472866751,,,,,,,43.23731,76.811163,https://2gis.com/firm/70000001083817443,branch
Пункт выдачи заказа,ИП PS Company,Компьютеры; Фототовары; Аудиотехника и видеотехника,"Хусаинова улица, 28",,050046,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-15:00,+05:00,3.7,41,87710309457,,,,,,,,,,,,,https://wa.me/77710309457,,,,,,,,43.237528,76.888834,https://2gis.com/firm/70000001081659290,branch
Салон сотовой связи,,Компьютеры; Помощь в подключении услуг связи; Аксессуары к телефонам,"проспект Сейфуллина, 168Б",1 этаж; напротив кассы,050037,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 10:30-20:00; Вт: 10:30-20:00; Ср: 10:30-20:00; Чт: 10:30-20:00; Пт: 10:30-20:00; Сб: 10:30-20:00; Вс: 10:30-20:00,+05:00,4.6,21,87718999595,87779555591,,,,,,,,,,,,https://wa.me/77718999595,,,,,,,,43.308367,76.939933,https://2gis.com/firm/70000001051243194,branch
Сервисный центр,,Компьютеры; Ремонт компьютеров; Бухгалтерские программы; Системное администрирование; Бухгалтерские услуги,"Жибек жолы улица, 30",1 этаж,,,,,Талгарский район,Алматинская область,Казахстан,"Пн: 09:00-13:00, 14:00-19:00; Вт: 09:00-13:00, 14:00-19:00; Ср: 09:00-13:00, 14:00-19:00; Чт: 09:00-13:00, 14:00-19:00; Пт: 09:00-13:00, 14:00-19:00; Сб: 09:00-13:00, 14:00-19:00",+05:00,,,87769778707,87772475097,,,,,,,,,,,,https://wa.me/77772475097,https://wa.me/77769778707,,,,,,,43.306622,77.099648,https://2gis.com/firm/70000001114591299,branch
Сервисный центр,,Компьютеры; Ремонт компьютеров,"улица Кеменгер, 11",1 этаж,050063,Достык м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,7,87750181315,,,,,,,,,,,,,https://wa.me/77750181315,,,,,,,,43.229918,76.829453,https://2gis.com/firm/70000001083272101,branch
Сервисный центр,,Компьютеры; Ремонт компьютеров; Ремонт цифровой техники,"улица Емцова, 26",1 офис; 2 этаж,050061,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:30-16:30; Вт: 09:30-16:30; Ср: 09:30-16:30; Чт: 09:30-16:30; Пт: 09:30-16:30,+05:00,4.9,7,87015454091,,,,,,,,,,,,,https://wa.me/77015454091,,,,,,,,43.261886,76.858779,https://2gis.com/firm/70000001069381190,branch
Сервисный центр,,Компьютеры; Ремонт компьютеров; Ремонт оргтехники; Сборка и апгрейд ПК; Программное обеспечение,"Ораза Жандосова улица, 17а",1 этаж; вход со двора,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-15:00,+05:00,5.0,10,87009984323,87273540611,87087028989,,,,,,,,,,,https://wa.me/77087028989,https://wa.me/77009984323,,,,,,,43.233158,76.901431,https://2gis.com/firm/70000001066242572,branch
